"site","species","latitude","longitude","month","monthnum","year","precipitation"
"KB","SA",51.541803,9.80909,"sep","09","1882",53
"KB","SA",51.541803,9.80909,"sep","09","1883",68
"KB","SA",51.541803,9.80909,"oct","10","1881",70
"KB","SA",51.541803,9.80909,"oct","10","1882",39
"KB","SA",51.541803,9.80909,"oct","10","1883",45
"KB","SA",51.541803,9.80909,"nov","11","1881",27
"KB","SA",51.541803,9.80909,"nov","11","1882",97
"KB","SA",51.541803,9.80909,"nov","11","1883",62
"KB","SA",51.541803,9.80909,"dec","12","1881",44
"KB","SA",51.541803,9.80909,"dec","12","1882",78
"KB","SA",51.541803,9.80909,"dec","12","1883",107
"LB","ES",51.979376,10.430706,"jan","01","1881",44
"LB","ES",51.979376,10.430706,"jan","01","1882",39
"LB","ES",51.979376,10.430706,"jan","01","1883",45
"LB","ES",51.979376,10.430706,"feb","02","1881",52
"LB","ES",51.979376,10.430706,"feb","02","1882",46
"LB","ES",51.979376,10.430706,"feb","02","1883",24
"LB","ES",51.979376,10.430706,"mar","03","1881",127
"LB","ES",51.979376,10.430706,"mar","03","1882",68
"LB","ES",51.979376,10.430706,"mar","03","1883",28
"LB","ES",51.979376,10.430706,"apr","04","1881",18
"LB","ES",51.979376,10.430706,"apr","04","1882",36
"LB","ES",51.979376,10.430706,"apr","04","1883",27
"LB","ES",51.979376,10.430706,"may","05","1881",23
"LB","ES",51.979376,10.430706,"may","05","1882",40
"LB","ES",51.979376,10.430706,"may","05","1883",67
"LB","ES",51.979376,10.430706,"jun","06","1881",51
"LB","ES",51.979376,10.430706,"jun","06","1882",118
"LB","ES",51.979376,10.430706,"jun","06","1883",41
"LB","ES",51.979376,10.430706,"jul","07","1881",68
"LB","ES",51.979376,10.430706,"jul","07","1882",155
"LB","ES",51.979376,10.430706,"jul","07","1883",112
"LB","ES",51.979376,10.430706,"aug","08","1881",117
"LB","ES",51.979376,10.430706,"aug","08","1882",119
"LB","ES",51.979376,10.430706,"aug","08","1883",47
"LB","ES",51.979376,10.430706,"sep","09","1881",52
"LB","ES",51.979376,10.430706,"sep","09","1882",48
"LB","ES",51.979376,10.430706,"sep","09","1883",60
"LB","ES",51.979376,10.430706,"oct","10","1881",86
"LB","ES",51.979376,10.430706,"oct","10","1882",36
"LB","ES",51.979376,10.430706,"oct","10","1883",62
"LB","ES",51.979376,10.430706,"nov","11","1881",30
"LB","ES",51.979376,10.430706,"nov","11","1882",95
"LB","ES",51.979376,10.430706,"nov","11","1883",79
"LB","ES",51.979376,10.430706,"dec","12","1881",44
"LB","ES",51.979376,10.430706,"dec","12","1882",59
"LB","ES",51.979376,10.430706,"dec","12","1883",104
"LB","HB",52.021368,10.416407,"jan","01","1881",36
"LB","HB",52.021368,10.416407,"jan","01","1882",34
"LB","HB",52.021368,10.416407,"jan","01","1883",35
"LB","HB",52.021368,10.416407,"feb","02","1881",43
"LB","HB",52.021368,10.416407,"feb","02","1882",39
"LB","HB",52.021368,10.416407,"feb","02","1883",21
"LB","HB",52.021368,10.416407,"mar","03","1881",110
"LB","HB",52.021368,10.416407,"mar","03","1882",60
"LB","HB",52.021368,10.416407,"mar","03","1883",21
"LB","HB",52.021368,10.416407,"apr","04","1881",14
"LB","HB",52.021368,10.416407,"apr","04","1882",27
"LB","HB",52.021368,10.416407,"apr","04","1883",22
"LB","HB",52.021368,10.416407,"may","05","1881",22
"LB","HB",52.021368,10.416407,"may","05","1882",36
"LB","HB",52.021368,10.416407,"may","05","1883",63
"LB","HB",52.021368,10.416407,"jun","06","1881",47
"LB","HB",52.021368,10.416407,"jun","06","1882",98
"LB","HB",52.021368,10.416407,"jun","06","1883",39
"LB","HB",52.021368,10.416407,"jul","07","1881",59
"LB","HB",52.021368,10.416407,"jul","07","1882",134
"LB","HB",52.021368,10.416407,"jul","07","1883",90
"LB","HB",52.021368,10.416407,"aug","08","1881",104
"LB","HB",52.021368,10.416407,"aug","08","1882",103
"LB","HB",52.021368,10.416407,"aug","08","1883",41
"LB","HB",52.021368,10.416407,"sep","09","1881",49
"LB","HB",52.021368,10.416407,"sep","09","1882",39
"LB","HB",52.021368,10.416407,"sep","09","1883",61
"LB","HB",52.021368,10.416407,"oct","10","1881",79
"LB","HB",52.021368,10.416407,"oct","10","1882",30
"LB","HB",52.021368,10.416407,"oct","10","1883",54
"LB","HB",52.021368,10.416407,"nov","11","1881",24
"LB","HB",52.021368,10.416407,"nov","11","1882",72
"LB","HB",52.021368,10.416407,"nov","11","1883",69
"LB","HB",52.021368,10.416407,"dec","12","1881",39
"LB","HB",52.021368,10.416407,"dec","12","1882",46
"LB","HB",52.021368,10.416407,"dec","12","1883",82
"LB","SA",51.979376,10.430706,"jan","01","1881",44
"LB","SA",51.979376,10.430706,"jan","01","1882",39
"LB","SA",51.979376,10.430706,"jan","01","1883",45
"LB","SA",51.979376,10.430706,"feb","02","1881",52
"LB","SA",51.979376,10.430706,"feb","02","1882",46
"LB","SA",51.979376,10.430706,"feb","02","1883",24
"LB","SA",51.979376,10.430706,"mar","03","1881",127
"LB","SA",51.979376,10.430706,"mar","03","1882",68
"LB","SA",51.979376,10.430706,"mar","03","1883",28
"LB","SA",51.979376,10.430706,"apr","04","1881",18
"LB","SA",51.979376,10.430706,"apr","04","1882",36
"LB","SA",51.979376,10.430706,"apr","04","1883",27
"LB","SA",51.979376,10.430706,"may","05","1881",23
"LB","SA",51.979376,10.430706,"may","05","1882",40
"LB","SA",51.979376,10.430706,"may","05","1883",67
"LB","SA",51.979376,10.430706,"jun","06","1881",51
"LB","SA",51.979376,10.430706,"jun","06","1882",118
"LB","SA",51.979376,10.430706,"jun","06","1883",41
"LB","SA",51.979376,10.430706,"jul","07","1881",68
"LB","SA",51.979376,10.430706,"jul","07","1882",155
"LB","SA",51.979376,10.430706,"jul","07","1883",112
"LB","SA",51.979376,10.430706,"aug","08","1881",117
"LB","SA",51.979376,10.430706,"aug","08","1882",119
"LB","SA",51.979376,10.430706,"aug","08","1883",47
"LB","SA",51.979376,10.430706,"sep","09","1881",52
"LB","SA",51.979376,10.430706,"sep","09","1882",48
"LB","SA",51.979376,10.430706,"sep","09","1883",60
"LB","SA",51.979376,10.430706,"oct","10","1881",86
"LB","SA",51.979376,10.430706,"oct","10","1882",36
"LB","SA",51.979376,10.430706,"oct","10","1883",62
"LB","SA",51.979376,10.430706,"nov","11","1881",30
"LB","SA",51.979376,10.430706,"nov","11","1882",95
"LB","SA",51.979376,10.430706,"nov","11","1883",79
"LB","SA",51.979376,10.430706,"dec","12","1881",44
"LB","SA",51.979376,10.430706,"dec","12","1882",59
"LB","SA",51.979376,10.430706,"dec","12","1883",104
"LB","TE",51.978579,10.435671,"jan","01","1881",42
"LB","TE",51.978579,10.435671,"jan","01","1882",38
"LB","TE",51.978579,10.435671,"jan","01","1883",44
"LB","TE",51.978579,10.435671,"feb","02","1881",52
"LB","TE",51.978579,10.435671,"feb","02","1882",44
"LB","TE",51.978579,10.435671,"feb","02","1883",23
"LB","TE",51.978579,10.435671,"mar","03","1881",127
"LB","TE",51.978579,10.435671,"mar","03","1882",67
"LB","TE",51.978579,10.435671,"mar","03","1883",29
"LB","TE",51.978579,10.435671,"apr","04","1881",18
"LB","TE",51.978579,10.435671,"apr","04","1882",36
"LB","TE",51.978579,10.435671,"apr","04","1883",27
"LB","TE",51.978579,10.435671,"may","05","1881",23
"LB","TE",51.978579,10.435671,"may","05","1882",39
"LB","TE",51.978579,10.435671,"may","05","1883",66
"LB","TE",51.978579,10.435671,"jun","06","1881",50
"LB","TE",51.978579,10.435671,"jun","06","1882",119
"LB","TE",51.978579,10.435671,"jun","06","1883",40
"LB","TE",51.978579,10.435671,"jul","07","1881",67
"LB","TE",51.978579,10.435671,"jul","07","1882",153
"LB","TE",51.978579,10.435671,"jul","07","1883",113
"LB","TE",51.978579,10.435671,"aug","08","1881",118
"LB","TE",51.978579,10.435671,"aug","08","1882",121
"LB","TE",51.978579,10.435671,"aug","08","1883",47
"LB","TE",51.978579,10.435671,"sep","09","1881",51
"LB","TE",51.978579,10.435671,"sep","09","1882",49
"LB","TE",51.978579,10.435671,"sep","09","1883",58
"LB","TE",51.978579,10.435671,"oct","10","1881",85
"LB","TE",51.978579,10.435671,"oct","10","1882",36
"LB","TE",51.978579,10.435671,"oct","10","1883",60
"LB","TE",51.978579,10.435671,"nov","11","1881",30
"LB","TE",51.978579,10.435671,"nov","11","1882",96
"LB","TE",51.978579,10.435671,"nov","11","1883",79
"LB","TE",51.978579,10.435671,"dec","12","1881",43
"LB","TE",51.978579,10.435671,"dec","12","1882",58
"LB","TE",51.978579,10.435671,"dec","12","1883",101
"RH","ES",51.591288,10.007933,"jan","01","1881",45
"RH","ES",51.591288,10.007933,"jan","01","1882",35
"RH","ES",51.591288,10.007933,"jan","01","1883",44
"RH","ES",51.591288,10.007933,"feb","02","1881",73
"RH","ES",51.591288,10.007933,"feb","02","1882",54
"RH","ES",51.591288,10.007933,"feb","02","1883",19
"RH","ES",51.591288,10.007933,"mar","03","1881",136
"RH","ES",51.591288,10.007933,"mar","03","1882",48
"RH","ES",51.591288,10.007933,"mar","03","1883",24
"RH","ES",51.591288,10.007933,"apr","04","1881",20
"RH","ES",51.591288,10.007933,"apr","04","1882",34
"RH","ES",51.591288,10.007933,"apr","04","1883",25
"RH","ES",51.591288,10.007933,"may","05","1881",18
"RH","ES",51.591288,10.007933,"may","05","1882",46
"RH","ES",51.591288,10.007933,"may","05","1883",52
"RH","ES",51.591288,10.007933,"jun","06","1881",35
"RH","ES",51.591288,10.007933,"jun","06","1882",130
"RH","ES",51.591288,10.007933,"jun","06","1883",40
"RH","ES",51.591288,10.007933,"jul","07","1881",63
"RH","ES",51.591288,10.007933,"jul","07","1882",206
"RH","ES",51.591288,10.007933,"jul","07","1883",104
"RH","ES",51.591288,10.007933,"aug","08","1881",134
"RH","ES",51.591288,10.007933,"aug","08","1882",118
"RH","ES",51.591288,10.007933,"aug","08","1883",37
"RH","ES",51.591288,10.007933,"sep","09","1881",56
"RH","ES",51.591288,10.007933,"sep","09","1882",60
"RH","ES",51.591288,10.007933,"sep","09","1883",76
"RH","ES",51.591288,10.007933,"oct","10","1881",80
"RH","ES",51.591288,10.007933,"oct","10","1882",42
"RH","ES",51.591288,10.007933,"oct","10","1883",48
"RH","ES",51.591288,10.007933,"nov","11","1881",30
"RH","ES",51.591288,10.007933,"nov","11","1882",112
"RH","ES",51.591288,10.007933,"nov","11","1883",71
"RH","ES",51.591288,10.007933,"dec","12","1881",50
"RH","ES",51.591288,10.007933,"dec","12","1882",88
"RH","ES",51.591288,10.007933,"dec","12","1883",131
"RH","SA",51.591288,10.007933,"jan","01","1881",45
"RH","SA",51.591288,10.007933,"jan","01","1882",35
"RH","SA",51.591288,10.007933,"jan","01","1883",44
"RH","SA",51.591288,10.007933,"feb","02","1881",73
"RH","SA",51.591288,10.007933,"feb","02","1882",54
"RH","SA",51.591288,10.007933,"feb","02","1883",19
"RH","SA",51.591288,10.007933,"mar","03","1881",136
"RH","SA",51.591288,10.007933,"mar","03","1882",48
"RH","SA",51.591288,10.007933,"mar","03","1883",24
"RH","SA",51.591288,10.007933,"apr","04","1881",20
"RH","SA",51.591288,10.007933,"apr","04","1882",34
"RH","SA",51.591288,10.007933,"apr","04","1883",25
"RH","SA",51.591288,10.007933,"may","05","1881",18
"RH","SA",51.591288,10.007933,"may","05","1882",46
"RH","SA",51.591288,10.007933,"may","05","1883",52
"RH","SA",51.591288,10.007933,"jun","06","1881",35
"RH","SA",51.591288,10.007933,"jun","06","1882",130
"RH","SA",51.591288,10.007933,"jun","06","1883",40
"RH","SA",51.591288,10.007933,"jul","07","1881",63
"RH","SA",51.591288,10.007933,"jul","07","1882",206
"RH","SA",51.591288,10.007933,"jul","07","1883",104
"RH","SA",51.591288,10.007933,"aug","08","1881",134
"RH","SA",51.591288,10.007933,"aug","08","1882",118
"RH","SA",51.591288,10.007933,"aug","08","1883",37
"RH","SA",51.591288,10.007933,"sep","09","1881",56
"RH","SA",51.591288,10.007933,"sep","09","1882",60
"RH","SA",51.591288,10.007933,"sep","09","1883",76
"RH","SA",51.591288,10.007933,"oct","10","1881",80
"RH","SA",51.591288,10.007933,"oct","10","1882",42
"RH","SA",51.591288,10.007933,"oct","10","1883",48
"RH","SA",51.591288,10.007933,"nov","11","1881",30
"RH","SA",51.591288,10.007933,"nov","11","1882",112
"RH","SA",51.591288,10.007933,"nov","11","1883",71
"RH","SA",51.591288,10.007933,"dec","12","1881",50
"RH","SA",51.591288,10.007933,"dec","12","1882",88
"RH","SA",51.591288,10.007933,"dec","12","1883",131
"RH","WL",51.599195,10.009212,"jan","01","1881",35
"RH","WL",51.599195,10.009212,"jan","01","1882",27
"RH","WL",51.599195,10.009212,"jan","01","1883",35
"RH","WL",51.599195,10.009212,"feb","02","1881",58
"RH","WL",51.599195,10.009212,"feb","02","1882",43
"RH","WL",51.599195,10.009212,"feb","02","1883",16
"RH","WL",51.599195,10.009212,"mar","03","1881",111
"RH","WL",51.599195,10.009212,"mar","03","1882",40
"RH","WL",51.599195,10.009212,"mar","03","1883",20
"RH","WL",51.599195,10.009212,"apr","04","1881",17
"RH","WL",51.599195,10.009212,"apr","04","1882",29
"RH","WL",51.599195,10.009212,"apr","04","1883",21
"RH","WL",51.599195,10.009212,"may","05","1881",16
"RH","WL",51.599195,10.009212,"may","05","1882",40
"RH","WL",51.599195,10.009212,"may","05","1883",46
"RH","WL",51.599195,10.009212,"jun","06","1881",33
"RH","WL",51.599195,10.009212,"jun","06","1882",118
"RH","WL",51.599195,10.009212,"jun","06","1883",36
"RH","WL",51.599195,10.009212,"jul","07","1881",55
"RH","WL",51.599195,10.009212,"jul","07","1882",176
"RH","WL",51.599195,10.009212,"jul","07","1883",92
"RH","WL",51.599195,10.009212,"aug","08","1881",117
"RH","WL",51.599195,10.009212,"aug","08","1882",104
"RH","WL",51.599195,10.009212,"aug","08","1883",33
"RH","WL",51.599195,10.009212,"sep","09","1881",46
"RH","WL",51.599195,10.009212,"sep","09","1882",50
"RH","WL",51.599195,10.009212,"sep","09","1883",63
"RH","WL",51.599195,10.009212,"oct","10","1881",66
"RH","WL",51.599195,10.009212,"oct","10","1882",35
"RH","WL",51.599195,10.009212,"oct","10","1883",40
"RH","WL",51.599195,10.009212,"nov","11","1881",24
"RH","WL",51.599195,10.009212,"nov","11","1882",90
"RH","WL",51.599195,10.009212,"nov","11","1883",57
"RH","WL",51.599195,10.009212,"dec","12","1881",39
"RH","WL",51.599195,10.009212,"dec","12","1882",69
"RH","WL",51.599195,10.009212,"dec","12","1883",102
"ZR","ES",51.434345,11.532753,"jan","01","1881",19
"ZR","ES",51.434345,11.532753,"jan","01","1882",13
"ZR","ES",51.434345,11.532753,"jan","01","1883",21
"ZR","ES",51.434345,11.532753,"feb","02","1881",30
"ZR","ES",51.434345,11.532753,"feb","02","1882",17
"ZR","ES",51.434345,11.532753,"feb","02","1883",13
"ZR","ES",51.434345,11.532753,"mar","03","1881",73
"ZR","ES",51.434345,11.532753,"mar","03","1882",41
"ZR","ES",51.434345,11.532753,"mar","03","1883",16
"ZR","ES",51.434345,11.532753,"apr","04","1881",13
"ZR","ES",51.434345,11.532753,"apr","04","1882",31
"ZR","ES",51.434345,11.532753,"apr","04","1883",16
"ZR","ES",51.434345,11.532753,"may","05","1881",29
"ZR","ES",51.434345,11.532753,"may","05","1882",44
"ZR","ES",51.434345,11.532753,"may","05","1883",34
"ZR","ES",51.434345,11.532753,"jun","06","1881",79
"ZR","ES",51.434345,11.532753,"jun","06","1882",84
"ZR","ES",51.434345,11.532753,"jun","06","1883",31
"ZR","ES",51.434345,11.532753,"jul","07","1881",45
"ZR","ES",51.434345,11.532753,"jul","07","1882",155
"ZR","ES",51.434345,11.532753,"jul","07","1883",82
"ZR","ES",51.434345,11.532753,"aug","08","1881",105
"ZR","ES",51.434345,11.532753,"aug","08","1882",57
"ZR","ES",51.434345,11.532753,"aug","08","1883",29
"ZR","ES",51.434345,11.532753,"sep","09","1881",50
"ZR","ES",51.434345,11.532753,"sep","09","1882",70
"ZR","ES",51.434345,11.532753,"sep","09","1883",41
"ZR","ES",51.434345,11.532753,"oct","10","1881",69
"ZR","ES",51.434345,11.532753,"oct","10","1882",39
"ZR","ES",51.434345,11.532753,"oct","10","1883",49
"ZR","ES",51.434345,11.532753,"nov","11","1881",10
"ZR","ES",51.434345,11.532753,"nov","11","1882",56
"ZR","ES",51.434345,11.532753,"nov","11","1883",27
"ZR","ES",51.434345,11.532753,"dec","12","1881",19
"ZR","ES",51.434345,11.532753,"dec","12","1882",45
"ZR","ES",51.434345,11.532753,"dec","12","1883",50
"ZR","HB",51.425929,11.519468,"jan","01","1881",21
"ZR","HB",51.425929,11.519468,"jan","01","1882",14
"ZR","HB",51.425929,11.519468,"jan","01","1883",23
"ZR","HB",51.425929,11.519468,"feb","02","1881",33
"ZR","HB",51.425929,11.519468,"feb","02","1882",18
"ZR","HB",51.425929,11.519468,"feb","02","1883",13
"ZR","HB",51.425929,11.519468,"mar","03","1881",76
"ZR","HB",51.425929,11.519468,"mar","03","1882",42
"ZR","HB",51.425929,11.519468,"mar","03","1883",17
"ZR","HB",51.425929,11.519468,"apr","04","1881",13
"ZR","HB",51.425929,11.519468,"apr","04","1882",33
"ZR","HB",51.425929,11.519468,"apr","04","1883",16
"ZR","HB",51.425929,11.519468,"may","05","1881",30
"ZR","HB",51.425929,11.519468,"may","05","1882",44
"ZR","HB",51.425929,11.519468,"may","05","1883",35
"ZR","HB",51.425929,11.519468,"jun","06","1881",83
"ZR","HB",51.425929,11.519468,"jun","06","1882",85
"ZR","HB",51.425929,11.519468,"jun","06","1883",32
"ZR","HB",51.425929,11.519468,"jul","07","1881",44
"ZR","HB",51.425929,11.519468,"jul","07","1882",155
"ZR","HB",51.425929,11.519468,"jul","07","1883",83
"ZR","HB",51.425929,11.519468,"aug","08","1881",108
"ZR","HB",51.425929,11.519468,"aug","08","1882",58
"ZR","HB",51.425929,11.519468,"aug","08","1883",30
"ZR","HB",51.425929,11.519468,"sep","09","1881",51
"ZR","HB",51.425929,11.519468,"sep","09","1882",69
"ZR","HB",51.425929,11.519468,"sep","09","1883",42
"ZR","HB",51.425929,11.519468,"oct","10","1881",71
"ZR","HB",51.425929,11.519468,"oct","10","1882",40
"ZR","HB",51.425929,11.519468,"oct","10","1883",49
"ZR","HB",51.425929,11.519468,"nov","11","1881",11
"ZR","HB",51.425929,11.519468,"nov","11","1882",60
"ZR","HB",51.425929,11.519468,"nov","11","1883",28
"ZR","HB",51.425929,11.519468,"dec","12","1881",21
"ZR","HB",51.425929,11.519468,"dec","12","1882",47
"ZR","HB",51.425929,11.519468,"dec","12","1883",54
"ZR","TE",51.425929,11.519468,"jan","01","1881",21
"ZR","TE",51.425929,11.519468,"jan","01","1882",14
"ZR","TE",51.425929,11.519468,"jan","01","1883",23
"ZR","TE",51.425929,11.519468,"feb","02","1881",33
"ZR","TE",51.425929,11.519468,"feb","02","1882",18
"ZR","TE",51.425929,11.519468,"feb","02","1883",13
"ZR","TE",51.425929,11.519468,"mar","03","1881",76
"ZR","TE",51.425929,11.519468,"mar","03","1882",42
"ZR","TE",51.425929,11.519468,"mar","03","1883",17
"ZR","TE",51.425929,11.519468,"apr","04","1881",13
"ZR","TE",51.425929,11.519468,"apr","04","1882",33
"ZR","TE",51.425929,11.519468,"apr","04","1883",16
"ZR","TE",51.425929,11.519468,"may","05","1881",30
"ZR","TE",51.425929,11.519468,"may","05","1882",44
"ZR","TE",51.425929,11.519468,"may","05","1883",35
"ZR","TE",51.425929,11.519468,"jun","06","1881",83
"ZR","TE",51.425929,11.519468,"jun","06","1882",85
"ZR","TE",51.425929,11.519468,"jun","06","1883",32
"ZR","TE",51.425929,11.519468,"jul","07","1881",44
"ZR","TE",51.425929,11.519468,"jul","07","1882",155
"ZR","TE",51.425929,11.519468,"jul","07","1883",83
"ZR","TE",51.425929,11.519468,"aug","08","1881",108
"ZR","TE",51.425929,11.519468,"aug","08","1882",58
"ZR","TE",51.425929,11.519468,"aug","08","1883",30
"ZR","TE",51.425929,11.519468,"sep","09","1881",51
"ZR","TE",51.425929,11.519468,"sep","09","1882",69
"ZR","TE",51.425929,11.519468,"sep","09","1883",42
"ZR","TE",51.425929,11.519468,"oct","10","1881",71
"ZR","TE",51.425929,11.519468,"oct","10","1882",40
"ZR","TE",51.425929,11.519468,"oct","10","1883",49
"ZR","TE",51.425929,11.519468,"nov","11","1881",11
"ZR","TE",51.425929,11.519468,"nov","11","1882",60
"ZR","TE",51.425929,11.519468,"nov","11","1883",28
"ZR","TE",51.425929,11.519468,"dec","12","1881",21
"ZR","TE",51.425929,11.519468,"dec","12","1882",47
"ZR","TE",51.425929,11.519468,"dec","12","1883",54
"ZR","WL",51.434345,11.532753,"jan","01","1881",19
"ZR","WL",51.434345,11.532753,"jan","01","1882",13
"ZR","WL",51.434345,11.532753,"jan","01","1883",21
"ZR","WL",51.434345,11.532753,"feb","02","1881",30
"ZR","WL",51.434345,11.532753,"feb","02","1882",17
"ZR","WL",51.434345,11.532753,"feb","02","1883",13
"ZR","WL",51.434345,11.532753,"mar","03","1881",73
"ZR","WL",51.434345,11.532753,"mar","03","1882",41
"ZR","WL",51.434345,11.532753,"mar","03","1883",16
"ZR","WL",51.434345,11.532753,"apr","04","1881",13
"ZR","WL",51.434345,11.532753,"apr","04","1882",31
"ZR","WL",51.434345,11.532753,"apr","04","1883",16
"ZR","WL",51.434345,11.532753,"may","05","1881",29
"ZR","WL",51.434345,11.532753,"may","05","1882",44
"ZR","WL",51.434345,11.532753,"may","05","1883",34
"ZR","WL",51.434345,11.532753,"jun","06","1881",79
"ZR","WL",51.434345,11.532753,"jun","06","1882",84
"ZR","WL",51.434345,11.532753,"jun","06","1883",31
"ZR","WL",51.434345,11.532753,"jul","07","1881",45
"ZR","WL",51.434345,11.532753,"jul","07","1882",155
"ZR","WL",51.434345,11.532753,"jul","07","1883",82
"ZR","WL",51.434345,11.532753,"aug","08","1881",105
"ZR","WL",51.434345,11.532753,"aug","08","1882",57
"ZR","WL",51.434345,11.532753,"aug","08","1883",29
"ZR","WL",51.434345,11.532753,"sep","09","1881",50
"ZR","WL",51.434345,11.532753,"sep","09","1882",70
"ZR","WL",51.434345,11.532753,"sep","09","1883",41
"ZR","WL",51.434345,11.532753,"oct","10","1881",69
"ZR","WL",51.434345,11.532753,"oct","10","1882",39
"ZR","WL",51.434345,11.532753,"oct","10","1883",49
"ZR","WL",51.434345,11.532753,"nov","11","1881",10
"ZR","WL",51.434345,11.532753,"nov","11","1882",56
"ZR","WL",51.434345,11.532753,"nov","11","1883",27
"ZR","WL",51.434345,11.532753,"dec","12","1881",19
"ZR","WL",51.434345,11.532753,"dec","12","1882",45
"ZR","WL",51.434345,11.532753,"dec","12","1883",50
